,INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date
170269,I162103100,617,Larceny,LARCENY THEFT FROM BUILDING,D14,811,,2016-12-16 14:40:00,2016,12,Friday,14,Part One,WESTFORD PL,42.36225823,-71.13438762,"(42.36225823, -71.13438762)",2016-12-16
170270,I162103099,617,Larceny,LARCENY THEFT FROM BUILDING,D4,165,,2016-12-14 17:00:00,2016,12,Wednesday,17,Part One,HARRISON AVE,42.34302527,-71.06493967,"(42.34302527, -71.06493967)",2016-12-14
170305,I162103062,613,Larceny,LARCENY SHOPLIFTING,D4,141,,2016-12-18 18:45:00,2016,12,Sunday,18,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-12-18
170319,I162103048,613,Larceny,LARCENY SHOPLIFTING,C11,460,,2016-12-18 20:10:00,2016,12,Sunday,20,Part One,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)",2016-12-18
170332,I162103033,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2016-12-18 18:58:00,2016,12,Sunday,18,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-12-18
170338,I162103025,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-12-18 18:45:00,2016,12,Sunday,18,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2016-12-18
170342,I162103019,619,Larceny,LARCENY ALL OTHERS,D4,145,,2016-12-16 14:37:00,2016,12,Friday,14,Part One,SAINT BOTOLPH ST,42.34258236,-71.08360174,"(42.34258236, -71.08360174)",2016-12-16
170357,I162103005,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2016-12-18 16:20:00,2016,12,Sunday,16,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)",2016-12-18
170362,I162102998,613,Larceny,LARCENY SHOPLIFTING,A1,126,,2016-12-18 15:57:00,2016,12,Sunday,15,Part One,CHARLES ST S,42.34908984,-71.06645768,"(42.34908984, -71.06645768)",2016-12-18
170369,I162102990,617,Larceny,LARCENY THEFT FROM BUILDING,D14,799,,2016-12-18 16:02:00,2016,12,Sunday,16,Part One,WADSWORTH ST,42.35496126,-71.12541177,"(42.35496126, -71.12541177)",2016-12-18
170390,I162102966,617,Larceny,LARCENY THEFT FROM BUILDING,A15,41,,2016-12-18 09:00:00,2016,12,Sunday,9,Part One,FERRIN ST,42.37749855,-71.05877382,"(42.37749855, -71.05877382)",2016-12-18
170449,I162102904,617,Larceny,LARCENY THEFT FROM BUILDING,D4,179,,2016-12-18 08:46:00,2016,12,Sunday,8,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",2016-12-18
170463,I162102889,613,Larceny,LARCENY SHOPLIFTING,C11,370,,2016-12-18 05:20:00,2016,12,Sunday,5,Part One,WILLIAM T MORRISSEY BLVD,42.29767279,-71.04941018,"(42.29767279, -71.04941018)",2016-12-18
170477,I162102872,617,Larceny,LARCENY THEFT FROM BUILDING,D14,802,,2016-12-18 00:20:00,2016,12,Sunday,0,Part One,BRIGHTON AVE,42.35315862,-71.13289373,"(42.35315862, -71.13289373)",2016-12-18
170520,I162102828,613,Larceny,LARCENY SHOPLIFTING,E18,503,,2016-12-17 21:25:00,2016,12,Saturday,21,Part One,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)",2016-12-17
170543,I162102800,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-12-17 19:33:00,2016,12,Saturday,19,Part One,BOYLSTON ST,42.34932471,-71.08014801,"(42.34932471, -71.08014801)",2016-12-17
170550,I162102793,613,Larceny,LARCENY SHOPLIFTING,C6, ,,2016-12-17 19:21:00,2016,12,Saturday,19,Part One,,,,"(0.00000000, 0.00000000)",2016-12-17
170554,I162102789,619,Larceny,LARCENY ALL OTHERS,B3,465,,2016-12-17 19:18:00,2016,12,Saturday,19,Part One,JOHNSTON RD,42.28750526,-71.09212143,"(42.28750526, -71.09212143)",2016-12-17
170559,I162102785,617,Larceny,LARCENY THEFT FROM BUILDING,C6,222,,2016-12-17 19:07:00,2016,12,Saturday,19,Part One,E BROADWAY,42.33561661,-71.03641895,"(42.33561661, -71.03641895)",2016-12-17
170571,I162102774,617,Larceny,LARCENY THEFT FROM BUILDING,B3,438,,2016-12-17 16:51:00,2016,12,Saturday,16,Part One,SOUTHERN AVE,42.29000873,-71.07580876,"(42.29000873, -71.07580876)",2016-12-17
170574,I162102771,619,Larceny,LARCENY ALL OTHERS,C11,359,,2016-12-17 17:49:00,2016,12,Saturday,17,Part One,WASHINGTON ST,42.29360585,-71.0718865,"(42.29360585, -71.07188650)",2016-12-17
170577,I162102766,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-12-17 17:32:00,2016,12,Saturday,17,Part One,NEWBURY ST,42.35237073,-71.07227173,"(42.35237073, -71.07227173)",2016-12-17
170580,I162102763,619,Larceny,LARCENY ALL OTHERS,D14,798,,2016-12-02 00:00:00,2016,12,Friday,0,Part One,BABCOCK ST,42.35269523,-71.12109586,"(42.35269523, -71.12109586)",2016-12-02
170582,I162102761,613,Larceny,LARCENY SHOPLIFTING,D4,134,,2016-12-17 14:30:00,2016,12,Saturday,14,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-12-17
170622,I162102721,617,Larceny,LARCENY THEFT FROM BUILDING,C11,355,,2016-12-17 13:04:00,2016,12,Saturday,13,Part One,DORCHESTER AVE,42.29768954,-71.06090954,"(42.29768954, -71.06090954)",2016-12-17
170625,I162102718,617,Larceny,LARCENY THEFT FROM BUILDING,C11,402,,2016-12-06 18:30:00,2016,12,Tuesday,18,Part One,WASHINGTON ST,42.28492596,-71.07135254,"(42.28492596, -71.07135254)",2016-12-06
170641,I162102702,617,Larceny,LARCENY THEFT FROM BUILDING,E13,646,,2016-12-15 09:30:00,2016,12,Thursday,9,Part One,HARRIS AVE,42.31089604,-71.11333253,"(42.31089604, -71.11333253)",2016-12-15
170645,I162102699,613,Larceny,LARCENY SHOPLIFTING,D4,624,,2016-12-17 12:44:00,2016,12,Saturday,12,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",2016-12-17
170673,I162102670,613,Larceny,LARCENY SHOPLIFTING,B2,284,,2016-12-17 10:48:00,2016,12,Saturday,10,Part One,WARREN ST,42.3169665,-71.08254058,"(42.31696650, -71.08254058)",2016-12-17
170679,I162102663,613,Larceny,LARCENY SHOPLIFTING,A1,93,,2016-11-29 10:00:00,2016,11,Tuesday,10,Part One,FANEUIL HALL SQ,42.36020464,-71.05620816,"(42.36020464, -71.05620816)",2016-11-29
170694,I162102647,617,Larceny,LARCENY THEFT FROM BUILDING,E5,748,,2016-12-17 08:51:00,2016,12,Saturday,8,Part One,WESTGATE RD,42.30087728,-71.1663777,"(42.30087728, -71.16637770)",2016-12-17
170752,I162102579,617,Larceny,LARCENY THEFT FROM BUILDING,C6,199,,2016-12-16 23:08:00,2016,12,Friday,23,Part One,B ST,42.33948731,-71.05549042,"(42.33948731, -71.05549042)",2016-12-16
170781,I162102544,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2016-12-16 19:06:00,2016,12,Friday,19,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-12-16
170789,I162102533,617,Larceny,LARCENY THEFT FROM BUILDING,E18,540,,2016-12-16 20:16:00,2016,12,Friday,20,Part One,RIVER ST,42.24973808,-71.13094002,"(42.24973808, -71.13094002)",2016-12-16
170791,I162102529,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-12-16 19:46:00,2016,12,Friday,19,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-12-16
170814,I162102506,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2016-12-16 17:32:00,2016,12,Friday,17,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-12-16
170822,I162102495,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2016-12-16 17:21:29,2016,12,Friday,17,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-12-16
170829,I162102487,619,Larceny,LARCENY ALL OTHERS,B3,463,,2016-11-30 16:37:00,2016,11,Wednesday,16,Part One,FRANKLIN HILL AVE,42.29490954,-71.09019249,"(42.29490954, -71.09019249)",2016-11-30
170856,I162102457,619,Larceny,LARCENY ALL OTHERS,D4,142,,2016-12-16 14:53:00,2016,12,Friday,14,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-12-16
170857,I162102456,617,Larceny,LARCENY THEFT FROM BUILDING,B2,276,,2016-12-16 12:30:00,2016,12,Friday,12,Part One,WASHINGTON ST,42.33139659,-71.08232496,"(42.33139659, -71.08232496)",2016-12-16
170861,I162102451,613,Larceny,LARCENY SHOPLIFTING,B2,265,,2016-12-16 14:16:00,2016,12,Friday,14,Part One,BLUE HILL AVE,42.32016095,-71.0777729,"(42.32016095, -71.07777290)",2016-12-16
170865,I162102444,619,Larceny,LARCENY ALL OTHERS,E18,493,,2016-12-13 14:03:00,2016,12,Tuesday,14,Part One,RIVER ST,42.2613358,-71.11233325,"(42.26133580, -71.11233325)",2016-12-13
170869,I162102440,619,Larceny,LARCENY ALL OTHERS,B3,439,,2016-12-16 12:49:00,2016,12,Friday,12,Part One,STRATTON ST,42.28928493,-71.08667781,"(42.28928493, -71.08667781)",2016-12-16
170870,I162102439,619,Larceny,LARCENY ALL OTHERS,C6,913,,2016-12-16 14:21:00,2016,12,Friday,14,Part One,WESTWIND RD,42.31878665,-71.04178884,"(42.31878665, -71.04178884)",2016-12-16
170883,I162102422,613,Larceny,LARCENY SHOPLIFTING,A15,105,,2016-12-16 12:43:00,2016,12,Friday,12,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",2016-12-16
170891,I162102413,617,Larceny,LARCENY THEFT FROM BUILDING,B2,287,,2016-12-12 13:07:00,2016,12,Monday,13,Part One,SHAWMUT AVE,42.33192532,-71.08411222,"(42.33192532, -71.08411222)",2016-12-12
170892,I162102412,617,Larceny,LARCENY THEFT FROM BUILDING,D4,179,,2016-12-15 21:00:00,2016,12,Thursday,21,Part One,MASSACHUSETTS AVE,42.33311189,-71.0727637,"(42.33311189, -71.07276370)",2016-12-15
170898,I162102406,613,Larceny,LARCENY SHOPLIFTING,E18,496,,2016-12-16 12:22:00,2016,12,Friday,12,Part One,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)",2016-12-16
170919,I162102386,619,Larceny,LARCENY ALL OTHERS,D4,161,,2016-05-31 00:00:00,2016,5,Tuesday,0,Part One,EMERALD CT,42.34580627,-71.06731956,"(42.34580627, -71.06731956)",2016-05-31
170937,I162102369,617,Larceny,LARCENY THEFT FROM BUILDING,C11,334,,2016-12-16 08:19:00,2016,12,Friday,8,Part One,WARE ST,42.31153823,-71.06623272,"(42.31153823, -71.06623272)",2016-12-16
170938,I162102368,619,Larceny,LARCENY ALL OTHERS,C11,391,,2016-12-06 15:00:00,2016,12,Tuesday,15,Part One,WESTMORELAND ST,42.28490976,-71.0561309,"(42.28490976, -71.05613090)",2016-12-06
170942,I162102363,617,Larceny,LARCENY THEFT FROM BUILDING,C11,367,,2016-12-10 09:00:00,2016,12,Saturday,9,Part One,GIBSON ST,42.29755533,-71.0597091,"(42.29755533, -71.05970910)",2016-12-10
170995,I162102298,613,Larceny,LARCENY SHOPLIFTING,A7,26,,2016-12-15 20:01:00,2016,12,Thursday,20,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)",2016-12-15
171001,I162102293,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-12-15 21:30:00,2016,12,Thursday,21,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-12-15
171018,I162102274,613,Larceny,LARCENY SHOPLIFTING,D4,624,,2016-12-15 19:45:00,2016,12,Thursday,19,Part One,BOYLSTON ST,42.34489594,-71.09659186,"(42.34489594, -71.09659186)",2016-12-15
171023,I162102269,619,Larceny,LARCENY ALL OTHERS,D14,774,,2016-12-15 16:30:00,2016,12,Thursday,16,Part One,STRATHMORE RD,42.34025279,-71.15447536,"(42.34025279, -71.15447536)",2016-12-15
171028,I162102263,613,Larceny,LARCENY SHOPLIFTING,D4,143,,2016-12-15 17:32:00,2016,12,Thursday,17,Part One,RING RD,42.34813158,-71.08027002,"(42.34813158, -71.08027002)",2016-12-15
171036,I162102254,613,Larceny,LARCENY SHOPLIFTING,A1,98,,2016-12-15 18:30:00,2016,12,Thursday,18,Part One,WASHINGTON ST,42.35724324,-71.05849672,"(42.35724324, -71.05849672)",2016-12-15
171037,I162102252,616,Larceny,LARCENY THEFT OF BICYCLE,C6,222,,2016-12-15 18:50:00,2016,12,Thursday,18,Part One,E BROADWAY,42.33557815,-71.03867318,"(42.33557815, -71.03867318)",2016-12-15
171041,I162102248,613,Larceny,LARCENY SHOPLIFTING,D4,129,,2016-12-15 18:04:00,2016,12,Thursday,18,Part One,BOYLSTON ST,42.35095909,-71.0741278,"(42.35095909, -71.07412780)",2016-12-15
171049,I162102239,617,Larceny,LARCENY THEFT FROM BUILDING,C11,366,,2016-12-15 14:19:00,2016,12,Thursday,14,Part One,EDWIN ST,42.28943324,-71.0605219,"(42.28943324, -71.06052190)",2016-12-15
171064,I162102220,613,Larceny,LARCENY SHOPLIFTING,A15,105,,2016-12-15 16:31:00,2016,12,Thursday,16,Part One,SUMMER ST,42.35521625,-71.06012863,"(42.35521625, -71.06012863)",2016-12-15
171069,I162102210,619,Larceny,LARCENY ALL OTHERS,D14,800,,2016-12-15 16:53:00,2016,12,Thursday,16,Part One,PRATT ST,42.35501072,-71.12887911,"(42.35501072, -71.12887911)",2016-12-15
171110,I162102165,617,Larceny,LARCENY THEFT FROM BUILDING,B2,322,,2016-12-15 13:50:00,2016,12,Thursday,13,Part One,WARREN ST,42.31503085,-71.08344018,"(42.31503085, -71.08344018)",2016-12-15
171115,I162102159,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-12-15 13:14:00,2016,12,Thursday,13,Part One,NEWBURY ST,42.34999733,-71.0810344,"(42.34999733, -71.08103440)",2016-12-15
171118,I162102155,617,Larceny,LARCENY THEFT FROM BUILDING,D4,171,,2016-12-15 11:45:00,2016,12,Thursday,11,Part One,ALBANY ST,42.33428841,-71.07239518,"(42.33428841, -71.07239518)",2016-12-15
171120,I162102153,613,Larceny,LARCENY SHOPLIFTING,E18,520,,2016-12-15 13:29:00,2016,12,Thursday,13,Part One,RIVER ST,42.25572957,-71.12484898,"(42.25572957, -71.12484898)",2016-12-15
171125,I162102147,613,Larceny,LARCENY SHOPLIFTING,B3,406,,2016-12-15 12:31:00,2016,12,Thursday,12,Part One,RIVER ST,42.27222808,-71.07006149,"(42.27222808, -71.07006149)",2016-12-15
171129,I162102144,619,Larceny,LARCENY ALL OTHERS,B2,263,,2016-12-05 13:15:00,2016,12,Monday,13,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)",2016-12-05
171148,I162102127,613,Larceny,LARCENY SHOPLIFTING,D4,142,,2016-12-15 11:54:00,2016,12,Thursday,11,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)",2016-12-15
171167,I162102107,617,Larceny,LARCENY THEFT FROM BUILDING,B2,316,,2016-11-20 21:00:00,2016,11,Sunday,21,Part One,HOMESTEAD ST,42.31242132,-71.09154902,"(42.31242132, -71.09154902)",2016-11-20
171176,I162102095,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2016-12-15 10:16:00,2016,12,Thursday,10,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",2016-12-15
171190,I162102080,617,Larceny,LARCENY THEFT FROM BUILDING,A1,117,,2016-12-14 21:00:00,2016,12,Wednesday,21,Part One,TREMONT ST,42.35140041,-71.06480285,"(42.35140041, -71.06480285)",2016-12-14
171201,I162102065,619,Larceny,LARCENY ALL OTHERS,C11,379,,2016-12-15 05:37:00,2016,12,Thursday,5,Part One,SARANAC ST,42.28419895,-71.05440749,"(42.28419895, -71.05440749)",2016-12-15
171209,I162102054,617,Larceny,LARCENY THEFT FROM BUILDING,C6,915,,2016-12-12 05:20:00,2016,12,Monday,5,Part One,REV RICHARD A BURKE ST,42.33118812,-71.05094139,"(42.33118812, -71.05094139)",2016-12-12
171210,I162102052,617,Larceny,LARCENY THEFT FROM BUILDING,B2,268,,2016-12-09 03:30:00,2016,12,Friday,3,Part One,ALBANY ST,42.33076942,-71.07766482,"(42.33076942, -71.07766482)",2016-12-09
171217,I162102043,617,Larceny,LARCENY THEFT FROM BUILDING,C11,351,,2016-12-14 15:00:00,2016,12,Wednesday,15,Part One,LEONARD ST,42.30139156,-71.05907878,"(42.30139156, -71.05907878)",2016-12-14
171260,I162102002,619,Larceny,LARCENY ALL OTHERS,E18,520,,2016-12-15 02:01:00,2016,12,Thursday,2,Part One,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)",2016-12-15
171279,I162101983,613,Larceny,LARCENY SHOPLIFTING,B2,603,,2016-12-14 22:00:00,2016,12,Wednesday,22,Part One,TREMONT ST,42.33380683,-71.10377843,"(42.33380683, -71.10377843)",2016-12-14
171289,I162101971,613,Larceny,LARCENY SHOPLIFTING,D4,162,,2016-12-14 20:48:00,2016,12,Wednesday,20,Part One,HARRISON AVE,42.34493428,-71.06366374,"(42.34493428, -71.06366374)",2016-12-14
171297,I162101961,616,Larceny,LARCENY THEFT OF BICYCLE,A1,118,,2016-12-13 19:00:00,2016,12,Tuesday,19,Part One,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)",2016-12-13
171316,I162101937,619,Larceny,LARCENY ALL OTHERS,D14,773,,2016-12-12 11:00:00,2016,12,Monday,11,Part One,EMBASSY RD,42.34194178,-71.15562557,"(42.34194178, -71.15562557)",2016-12-12
171319,I162101933,619,Larceny,LARCENY ALL OTHERS,A15,900,,2016-12-14 18:26:00,2016,12,Wednesday,18,Part One,O'BRIEN CT,42.37794191,-71.0550732,"(42.37794191, -71.05507320)",2016-12-14
171323,I162101929,613,Larceny,LARCENY SHOPLIFTING,A1,94,,2016-12-14 17:59:00,2016,12,Wednesday,17,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)",2016-12-14
171327,I162101923,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2016-12-14 16:26:00,2016,12,Wednesday,16,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)",2016-12-14
171331,I162101919,619,Larceny,LARCENY ALL OTHERS,A7,23,,2016-04-16 11:54:00,2016,4,Saturday,11,Part One,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)",2016-04-16
171333,I162101918,613,Larceny,LARCENY SHOPLIFTING,A1,112,,2016-12-14 16:57:00,2016,12,Wednesday,16,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)",2016-12-14
171334,I162101917,617,Larceny,LARCENY THEFT FROM BUILDING,C11,340,,2016-12-14 15:15:00,2016,12,Wednesday,15,Part One,BOWDOIN ST,42.30648026,-71.06675783,"(42.30648026, -71.06675783)",2016-12-14
171336,I162101915,617,Larceny,LARCENY THEFT FROM BUILDING,C11,364,,2016-11-17 16:00:00,2016,11,Thursday,16,Part One,LAFIELD ST,42.29491782,-71.05943678,"(42.29491782, -71.05943678)",2016-11-17
171341,I162101909,619,Larceny,LARCENY ALL OTHERS,E18,498,,2016-12-14 17:05:00,2016,12,Wednesday,17,Part One,HYDE PARK AVE,42.27204895,-71.12014638,"(42.27204895, -71.12014638)",2016-12-14
171345,I162101904,617,Larceny,LARCENY THEFT FROM BUILDING,A1,106,,2016-12-14 12:30:00,2016,12,Wednesday,12,Part One,SUMMER ST,42.35426247,-71.05883334,"(42.35426247, -71.05883334)",2016-12-14
171347,I162101902,612,Larceny,LARCENY PURSE SNATCH - NO FORCE ,E18,493,,2016-12-13 19:00:00,2016,12,Tuesday,19,Part One,RIVER ST,42.26194848,-71.10971613,"(42.26194848, -71.10971613)",2016-12-13
171358,I162101889,617,Larceny,LARCENY THEFT FROM BUILDING,C6,186,,2016-12-14 15:39:00,2016,12,Wednesday,15,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-12-14
171378,I162101870,619,Larceny,LARCENY ALL OTHERS,B2,291,,2016-12-13 11:30:00,2016,12,Tuesday,11,Part One,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)",2016-12-13
171397,I162101851,617,Larceny,LARCENY THEFT FROM BUILDING,D4,619,,2016-12-14 14:10:00,2016,12,Wednesday,14,Part One,HUNTINGTON AVE,42.34221544,-71.08577075,"(42.34221544, -71.08577075)",2016-12-14
171400,I162101849,619,Larceny,LARCENY ALL OTHERS,B2,319,,2016-12-14 12:39:00,2016,12,Wednesday,12,Part One,CENTRE ST,42.30098889,-71.12708146,"(42.30098889, -71.12708146)",2016-12-14
171416,I162101834,613,Larceny,LARCENY SHOPLIFTING,C6,186,,2016-12-14 13:36:00,2016,12,Wednesday,13,Part One,ALLSTATE RD,42.32696647,-71.06198607,"(42.32696647, -71.06198607)",2016-12-14
171429,I162101815,617,Larceny,LARCENY THEFT FROM BUILDING,D4,166,,2016-12-09 23:30:00,2016,12,Friday,23,Part One,WASHINGTON ST,42.34148578,-71.06920852,"(42.34148578, -71.06920852)",2016-12-09
171430,I162101813,617,Larceny,LARCENY THEFT FROM BUILDING,D4,619,,2016-12-14 11:42:00,2016,12,Wednesday,11,Part One,HUNTINGTON AVE,42.34221544,-71.08577075,"(42.34221544, -71.08577075)",2016-12-14
171435,I162101810,617,Larceny,LARCENY THEFT FROM BUILDING,D4,166,,2016-11-30 17:00:00,2016,11,Wednesday,17,Part One,WASHINGTON ST,42.34148578,-71.06920852,"(42.34148578, -71.06920852)",2016-11-30
171462,I162101783,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2016-12-14 10:22:00,2016,12,Wednesday,10,Part One,WASHINGTON ST,42.35272948,-71.06256291,"(42.35272948, -71.06256291)",2016-12-14
171493,I162101747,613,Larceny,LARCENY SHOPLIFTING,D14,802,,2016-12-14 08:44:00,2016,12,Wednesday,8,Part One,BRIGHTON AVE,42.35329785,-71.13405028,"(42.35329785, -71.13405028)",2016-12-14
171520,I162101715,613,Larceny,LARCENY SHOPLIFTING,D14,814,,2016-12-14 00:38:00,2016,12,Wednesday,0,Part One,N HARVARD ST,42.36297447,-71.12999667,"(42.36297447, -71.12999667)",2016-12-14
171531,I162101702,617,Larceny,LARCENY THEFT FROM BUILDING,B2,309,,2016-12-13 15:00:00,2016,12,Tuesday,15,Part One,WARREN ST,42.31993295,-71.08157395,"(42.31993295, -71.08157395)",2016-12-13
171569,I162101665,619,Larceny,LARCENY ALL OTHERS,D4,630,,2016-12-04 10:30:00,2016,12,Sunday,10,Part One,BEACON ST,42.34642641,-71.10611411,"(42.34642641, -71.10611411)",2016-12-04
171572,I162101661,616,Larceny,LARCENY THEFT OF BICYCLE,C6,188,,2016-12-13 20:15:00,2016,12,Tuesday,20,Part One,BOSTON ST,42.32332362,-71.06044008,"(42.32332362, -71.06044008)",2016-12-13
171573,I162101660,617,Larceny,LARCENY THEFT FROM BUILDING,D4,270,,2016-12-13 19:30:00,2016,12,Tuesday,19,Part One,HARRISON AVE,42.33455374,-71.07560801,"(42.33455374, -71.07560801)",2016-12-13
171577,I162101656,617,Larceny,LARCENY THEFT FROM BUILDING,C6,222,,2016-12-13 20:35:00,2016,12,Tuesday,20,Part One,LINLEY TER,42.33615899,-71.03927018,"(42.33615899, -71.03927018)",2016-12-13
171579,I162101654,619,Larceny,LARCENY ALL OTHERS,C11,823,,2016-12-06 11:22:00,2016,12,Tuesday,11,Part One,DOWNER AVE,42.31224827,-71.06239929,"(42.31224827, -71.06239929)",2016-12-06
171597,I162101634,619,Larceny,LARCENY ALL OTHERS,B2,266,,2016-12-12 09:00:00,2016,12,Monday,9,Part One,FAIRLAND ST,42.32450714,-71.07913259,"(42.32450714, -71.07913259)",2016-12-12
171603,I162101627,613,Larceny,LARCENY SHOPLIFTING,D4,133,,2016-12-13 17:20:00,2016,12,Tuesday,17,Part One,NEWBURY ST,42.35118005,-71.07666607,"(42.35118005, -71.07666607)",2016-12-13
171629,I162101600,619,Larceny,LARCENY ALL OTHERS,D14,781,,2016-12-13 17:35:00,2016,12,Tuesday,17,Part One,MURDOCK ST,42.35337157,-71.14614866,"(42.35337157, -71.14614866)",2016-12-13
171636,I162101594,617,Larceny,LARCENY THEFT FROM BUILDING,A1,63,,2016-12-13 16:49:00,2016,12,Tuesday,16,Part One,STANIFORD ST,42.36371778,-71.06345153,"(42.36371778, -71.06345153)",2016-12-13
171664,I162101559,617,Larceny,LARCENY THEFT FROM BUILDING,A1,118,,2016-12-11 16:00:00,2016,12,Sunday,16,Part One,STUART ST,42.35115433,-71.06547895,"(42.35115433, -71.06547895)",2016-12-11
171675,I162101546,619,Larceny,LARCENY ALL OTHERS,D4,160,,2016-12-11 19:00:00,2016,12,Sunday,19,Part One,DWIGHT ST,42.34398491,-71.06799686,"(42.34398491, -71.06799686)",2016-12-11
171687,I162101536,613,Larceny,LARCENY SHOPLIFTING,C11,356,,2016-12-13 13:19:00,2016,12,Tuesday,13,Part One,GENEVA AVE,42.29848866,-71.06313294,"(42.29848866, -71.06313294)",2016-12-13
